room_id,hotel_id,room_type_id,room_number,floor,status,notes
942,13,44,412,4,occupied,
943,13,44,113,1,occupied,
944,13,45,314,3,available,
945,13,43,415,4,cleaning,
946,13,45,416,4,occupied,
947,13,45,317,3,available,
948,13,43,318,3,maintenance,Painting in progress
949,13,46,319,3,blocked,Reserved for internal use
950,13,45,220,2,available,
951,13,46,201,2,available,
952,13,44,402,4,available,
953,13,46,203,2,available,
954,14,48,101,1,available,
955,14,47,502,5,occupied,
956,14,48,103,1,cleaning,
957,14,47,604,6,available,
958,14,47,605,6,available,
959,14,47,606,6,available,
960,14,48,507,5,available,
961,14,48,408,4,available,
962,14,47,509,5,available,
963,14,48,610,6,maintenance,Painting in progress
964,14,47,511,5,available,
965,14,48,312,3,occupied,
966,14,48,113,1,available,
967,14,47,314,3,available,
968,14,48,115,1,cleaning,
969,14,48,616,6,available,
970,14,47,417,4,occupied,
971,14,48,618,6,available,
972,14,47,619,6,occupied,
973,14,48,120,1,cleaning,
974,14,48,601,6,available,
975,14,47,202,2,available,
976,14,47,403,4,available,
977,14,48,404,4,available,
978,14,48,105,1,available,
979,14,47,306,3,maintenance,Air conditioning fault
980,14,48,107,1,available,
981,14,48,608,6,cleaning,
982,14,47,609,6,available,
983,14,47,110,1,occupied,
984,14,48,611,6,available,
985,14,47,212,2,occupied,
986,14,47,113,1,available,
987,14,47,314,3,maintenance,Air conditioning fault
988,14,48,515,5,available,
989,14,47,116,1,available,
990,14,47,117,1,maintenance,Painting in progress
991,14,48,618,6,occupied,
992,14,48,119,1,blocked,Blocked due to a security issue
993,14,47,320,3,cleaning,
994,14,47,101,1,available,
995,14,48,102,1,available,
996,14,47,403,4,available,
997,14,48,504,5,available,
998,14,47,505,5,available,
999,14,47,606,6,available,
1000,14,47,107,1,cleaning,
1001,14,47,108,1,available,
1002,14,47,609,6,occupied,
1003,14,48,410,4,occupied,
1004,14,48,611,6,available,
1005,14,47,612,6,available,
1006,14,48,413,4,available,
1007,14,47,514,5,occupied,
1008,14,47,615,6,available,
1009,14,47,616,6,maintenance,Pending plumbing inspection
1010,14,48,417,4,available,
1011,14,47,218,2,available,
1012,14,47,519,5,available,
1013,14,47,420,4,maintenance,Bathroom renovation in progress
1014,14,48,101,1,available,
1015,14,47,602,6,cleaning,
1016,14,48,403,4,available,
1017,14,47,104,1,available,
1018,14,48,205,2,available,
1019,14,48,506,5,maintenance,Painting in progress
1020,14,47,107,1,occupied,
1021,14,47,208,2,maintenance,Painting in progress
1022,14,47,109,1,cleaning,
1023,14,48,510,5,available,
1024,14,48,211,2,occupied,
1025,14,48,212,2,maintenance,Pending plumbing inspection
1026,14,47,113,1,available,
1027,15,50,101,1,available,
1028,15,52,102,1,cleaning,
1029,15,50,203,2,cleaning,
1030,15,52,204,2,available,
1031,15,50,405,4,occupied,
1032,15,51,306,3,available,
1033,15,50,107,1,occupied,
1034,15,49,308,3,available,
1035,15,52,409,4,available,
1036,15,51,210,2,cleaning,
1037,15,53,211,2,maintenance,Bathroom renovation in progress
1038,15,53,212,2,available,
1039,15,53,413,4,cleaning,
1040,15,50,414,4,cleaning,
1041,15,51,115,1,occupied,
1042,15,50,216,2,available,
1043,15,53,217,2,cleaning,
1044,15,53,218,2,cleaning,
1045,15,49,419,4,blocked,Blocked by management
1046,15,52,120,1,available,
1047,15,52,401,4,maintenance,Air conditioning fault
1048,15,52,402,4,available,
1049,15,53,103,1,occupied,
1050,15,52,204,2,available,
1051,15,51,205,2,available,
1052,15,49,106,1,available,
1053,15,51,207,2,occupied,
1054,15,53,108,1,blocked,Reserved for internal use
1055,15,50,409,4,available,
1056,15,51,410,4,occupied,
1057,15,49,111,1,available,
1058,15,51,112,1,available,
1059,15,51,213,2,maintenance,Air conditioning fault
1060,15,53,314,3,occupied,
1061,15,49,315,3,cleaning,
1062,15,49,416,4,available,
1063,15,53,117,1,available,
1064,15,50,118,1,available,
1065,15,50,219,2,blocked,Blocked by management
1066,15,53,120,1,available,
1067,15,53,201,2,occupied,
1068,15,50,302,3,available,
1069,15,51,403,4,available,
1070,15,49,304,3,available,
1071,15,52,105,1,available,
1072,15,53,306,3,available,
1073,15,51,107,1,available,
1074,15,52,108,1,available,
1075,15,50,309,3,blocked,Blocked by management
1076,15,49,210,2,available,
1077,15,50,411,4,available,
1078,15,50,112,1,available,
1079,15,53,213,2,available,
1080,15,52,414,4,occupied,
1081,15,49,315,3,available,
1082,15,49,216,2,cleaning,
1083,15,53,317,3,available,
1084,15,51,318,3,available,
1085,15,53,419,4,available,
1086,15,53,220,2,cleaning,
1087,15,51,201,2,maintenance,Bathroom renovation in progress
1088,15,52,302,3,blocked,Blocked by management
1089,15,50,303,3,available,
1090,15,50,204,2,occupied,
1091,15,51,205,2,blocked,Blocked due to a security issue
1092,15,50,206,2,available,
1093,15,49,307,3,available,
1094,15,52,308,3,available,
1095,15,50,109,1,occupied,
1096,15,51,210,2,available,
1097,15,53,211,2,available,
1098,15,49,112,1,available,
1099,15,52,213,2,cleaning,
1100,15,51,214,2,available,
1101,15,53,315,3,available,
1102,15,51,416,4,cleaning,
1103,15,53,217,2,maintenance,Painting in progress
1104,15,51,118,1,occupied,
1105,15,49,219,2,occupied,
1106,15,49,320,3,available,
1107,15,53,201,2,available,
1108,15,49,302,3,available,
1109,15,50,203,2,maintenance,Pending plumbing inspection
1110,15,50,104,1,available,
1111,15,52,105,1,blocked,Reserved for internal use
1112,15,50,406,4,available,
1113,15,53,107,1,cleaning,
1114,15,51,408,4,available,
1115,15,52,309,3,available,
1116,15,49,310,3,available,
1117,16,56,101,1,available,
1118,16,55,302,3,blocked,Reserved for internal use
1119,16,55,103,1,maintenance,Painting in progress
1120,16,56,204,2,available,
1121,16,56,305,3,available,
1122,16,54,206,2,available,
1123,16,56,207,2,available,
1124,16,56,208,2,available,
1125,16,55,309,3,cleaning,
1126,16,55,110,1,available,
1127,16,56,311,3,occupied,
1128,16,54,112,1,available,
1129,16,55,213,2,available,
1130,16,54,214,2,cleaning,
1131,16,55,215,2,available,
1132,16,55,116,1,available,
1133,16,54,117,1,available,
1134,16,56,318,3,available,
1135,16,56,319,3,cleaning,
1136,16,55,120,1,available,
1137,16,56,301,3,available,
1138,16,54,202,2,available,
1139,16,54,303,3,occupied,
1140,16,56,204,2,available,
1141,16,55,305,3,occupied,
1142,16,56,106,1,available,
1143,16,56,307,3,available,
1144,16,55,108,1,available,
1145,16,54,209,2,available,
1146,16,56,110,1,available,
1147,16,54,211,2,available,
1148,16,56,212,2,available,
1149,16,55,313,3,available,
1150,16,54,314,3,available,
1151,16,56,115,1,occupied,
1152,16,56,116,1,available,
1153,16,55,317,3,maintenance,Pending plumbing inspection
1154,16,56,318,3,occupied,
1155,16,54,319,3,available,
1156,16,54,120,1,available,
1157,16,55,201,2,maintenance,Painting in progress
1158,16,55,102,1,available,
1159,16,54,303,3,available,
1160,16,54,304,3,available,
1161,16,56,305,3,occupied,
1162,16,56,106,1,available,
1163,16,54,107,1,maintenance,Air conditioning fault
1164,16,55,208,2,available,
1165,16,55,109,1,maintenance,Pending plumbing inspection
1166,16,54,310,3,available,
1167,16,56,111,1,available,
1168,16,56,112,1,occupied,
1169,16,55,113,1,available,
1170,16,54,214,2,occupied,
1171,16,54,115,1,available,
1172,16,55,216,2,available,
1173,16,54,117,1,maintenance,Air conditioning fault
1174,16,55,118,1,cleaning,
1175,16,54,119,1,available,
1176,16,54,120,1,maintenance,Bathroom renovation in progress
1177,16,56,101,1,available,
1178,16,55,102,1,available,
1179,16,56,203,2,cleaning,
1180,16,55,204,2,available,
1181,16,56,305,3,available,
1182,16,56,306,3,available,
1183,16,56,107,1,available,
1184,16,56,108,1,blocked,Blocked by management
1185,16,56,109,1,blocked,Blocked by management
1186,16,54,310,3,cleaning,
1187,17,57,201,2,occupied,
1188,17,57,102,1,cleaning,
1189,17,58,203,2,available,
1190,17,57,204,2,available,
1191,17,58,105,1,available,
1192,17,59,106,1,available,
1193,17,58,307,3,available,
1194,17,59,108,1,available,
1195,17,58,109,1,available,
1196,17,58,310,3,occupied,
1197,17,59,211,2,available,
1198,17,58,212,2,blocked,Reserved for internal use
1199,17,57,113,1,cleaning,
1200,17,58,314,3,available,
1201,17,57,315,3,available,
1202,17,57,216,2,available,
1203,17,59,317,3,available,
1204,17,57,218,2,available,
1205,17,59,119,1,occupied,
1206,17,57,120,1,available,
1207,17,57,201,2,available,
1208,17,58,102,1,available,
1209,17,58,303,3,available,
1210,17,59,304,3,available,
1211,17,59,205,2,available,
1212,17,59,306,3,blocked,Reserved for internal use
1213,17,59,207,2,available,
1214,17,58,108,1,available,
1215,17,58,209,2,available,
1216,17,57,110,1,available,
1217,17,57,111,1,available,
1218,17,57,112,1,available,
1219,17,59,213,2,available,
1220,17,59,314,3,available,
1221,17,57,315,3,occupied,
1222,17,58,216,2,available,
1223,17,59,217,2,available,
1224,17,58,318,3,available,
1225,17,59,319,3,available,
1226,17,57,220,2,cleaning,
1227,17,57,201,2,available,
1228,17,58,202,2,available,
1229,17,57,103,1,available,
1230,17,58,304,3,available,
1231,17,58,105,1,available,
1232,17,58,206,2,occupied,
1233,17,59,307,3,available,
1234,17,59,308,3,available,
1235,17,58,209,2,available,
1236,17,57,310,3,available,
1237,18,63,501,5,occupied,
1238,18,62,302,3,available,
1239,18,60,203,2,cleaning,
1240,18,62,704,7,occupied,
1241,18,60,705,7,cleaning,
1242,18,62,406,4,available,
1243,18,62,307,3,available,
1244,18,60,608,6,available,
1245,18,61,609,6,available,
1246,18,60,610,6,available,
1247,18,62,111,1,available,
1248,18,60,512,5,available,
1249,18,63,613,6,cleaning,
1250,18,63,314,3,available,
1251,18,63,515,5,available,
1252,18,62,416,4,available,
1253,18,62,517,5,available,
1254,18,63,118,1,occupied,
1255,18,61,319,3,available,
1256,18,62,220,2,available,
1257,18,62,401,4,available,
1258,18,60,702,7,cleaning,
1259,18,61,303,3,available,
1260,18,62,504,5,available,
1261,18,61,505,5,occupied,
1262,18,60,606,6,cleaning,
1263,18,60,507,5,available,
1264,18,60,508,5,maintenance,Painting in progress
1265,18,63,209,2,available,
1266,18,60,610,6,maintenance,Pending plumbing inspection
1267,18,63,611,6,available,
1268,18,61,412,4,available,
1269,18,63,613,6,occupied,
1270,18,61,114,1,available,
1271,18,61,515,5,available,
1272,18,63,316,3,cleaning,
1273,18,63,517,5,occupied,
1274,18,60,518,5,available,
1275,18,63,219,2,available,
1276,18,62,720,7,available,
1277,18,62,701,7,cleaning,
1278,18,60,602,6,available,
1279,18,63,303,3,maintenance,Bathroom renovation in progress
1280,18,62,604,6,available,
1281,18,63,205,2,available,
1282,18,61,106,1,available,
1283,18,62,407,4,available,
1284,18,63,408,4,available,
1285,18,60,209,2,available,
1286,18,61,110,1,available,
1287,18,62,611,6,available,
1288,18,60,612,6,available,
1289,18,60,113,1,cleaning,
1290,18,60,314,3,available,
1291,18,60,415,4,cleaning,
1292,18,60,416,4,cleaning,
1293,18,61,217,2,available,
1294,18,60,518,5,occupied,
1295,18,62,419,4,cleaning,
1296,18,61,520,5,available,
1297,18,62,301,3,cleaning,
1298,18,63,702,7,occupied,
1299,18,61,403,4,available,
1300,18,60,204,2,available,
1301,18,62,405,4,available,
1302,18,60,406,4,available,
1303,18,60,307,3,available,
1304,18,63,608,6,available,
1305,18,62,709,7,cleaning,
1306,18,62,410,4,occupied,
1307,18,62,111,1,available,
1308,18,60,712,7,occupied,
1309,18,60,613,6,cleaning,
1310,18,61,314,3,available,
1311,18,62,615,6,blocked,Reserved for internal use
1312,18,60,516,5,cleaning,
1313,18,63,417,4,available,
1314,18,63,318,3,available,
1315,19,66,201,2,cleaning,
1316,19,65,402,4,available,
1317,19,67,103,1,available,
1318,19,64,404,4,available,
1319,19,67,305,3,occupied,
1320,19,64,206,2,occupied,
1321,19,68,107,1,available,
1322,19,68,308,3,available,
1323,19,64,109,1,available,
1324,19,65,410,4,maintenance,Bathroom renovation in progress
1325,19,64,411,4,available,
1326,19,66,312,3,available,
1327,19,64,213,2,available,
1328,19,65,414,4,maintenance,Pending plumbing inspection
1329,19,67,415,4,cleaning,
1330,19,65,316,3,available,
1331,19,68,317,3,maintenance,Bathroom renovation in progress
1332,19,64,418,4,available,
1333,19,67,419,4,cleaning,
1334,19,68,220,2,available,
1335,19,64,201,2,cleaning,
1336,19,67,202,2,available,
1337,19,65,103,1,available,
1338,19,67,304,3,available,
1339,19,66,205,2,cleaning,
1340,19,64,106,1,occupied,
1341,19,67,407,4,maintenance,Painting in progress
1342,19,64,208,2,occupied,
1343,19,65,309,3,available,
1344,19,67,410,4,available,
1345,19,65,211,2,blocked,Reserved for internal use
1346,19,65,412,4,available,
1347,19,65,113,1,available,
1348,19,66,214,2,available,
1349,19,65,315,3,available,
1350,19,67,116,1,available,
1351,19,65,317,3,blocked,Reserved for internal use
1352,19,65,418,4,occupied,
1353,19,68,319,3,available,
1354,19,68,120,1,available,
1355,19,65,401,4,cleaning,
1356,19,68,102,1,available,
1357,19,68,403,4,available,
1358,19,67,304,3,available,
1359,19,68,105,1,available,
1360,19,66,206,2,available,
1361,19,66,407,4,available,
1362,19,66,408,4,available,
1363,19,64,309,3,available,
1364,19,65,410,4,cleaning,
1365,19,66,311,3,cleaning,
1366,19,66,312,3,available,
1367,19,66,313,3,available,
1368,19,65,314,3,occupied,
1369,19,67,215,2,available,
1370,19,67,116,1,available,
1371,19,64,217,2,available,
1372,19,67,318,3,available,
1373,19,67,419,4,available,
1374,19,67,120,1,available,
1375,19,68,401,4,available,
1376,19,64,202,2,available,
1377,19,64,203,2,cleaning,
1378,19,65,204,2,occupied,
1379,19,66,205,2,available,
1380,19,64,206,2,available,
1381,19,64,207,2,occupied,
1382,19,64,308,3,available,
1383,19,64,409,4,available,
1384,19,64,310,3,available,
1385,19,64,411,4,cleaning,
1386,19,67,412,4,available,
1387,19,66,113,1,available,
1388,19,64,414,4,available,
1389,19,68,215,2,available,
1390,19,64,316,3,available,
1391,19,64,117,1,available,
1392,19,68,418,4,available,
1393,19,66,219,2,available,
1394,19,67,120,1,available,
1395,19,65,201,2,available,
1396,19,67,302,3,available,
1397,19,65,103,1,available,
1398,19,67,304,3,cleaning,
1399,19,68,205,2,available,
1400,19,64,306,3,available,
1401,19,67,407,4,cleaning,
1402,19,67,308,3,available,
1403,19,67,109,1,occupied,
1404,19,66,210,2,available,
1405,19,67,111,1,available,
1406,19,66,412,4,occupied,
1407,19,65,413,4,available,
1408,19,68,114,1,available,
1409,19,67,115,1,cleaning,
1410,19,67,316,3,available,
1411,19,65,317,3,cleaning,
1412,19,68,418,4,available,
1413,19,64,119,1,cleaning,
1414,19,68,120,1,available,
1415,19,67,101,1,available,
1416,19,68,302,3,available,
1417,19,68,103,1,occupied,
1418,20,70,201,2,maintenance,Painting in progress
1419,20,69,102,1,available,
1420,20,71,303,3,available,
1421,20,71,404,4,occupied,
1422,20,70,505,5,maintenance,Pending plumbing inspection
1423,20,69,206,2,available,
1424,20,71,507,5,available,
1425,20,71,108,1,available,
1426,20,69,109,1,available,
1427,20,69,210,2,occupied,
1428,20,70,411,4,cleaning,
1429,20,71,512,5,occupied,
1430,20,70,513,5,maintenance,Pending plumbing inspection
1431,20,71,414,4,maintenance,Air conditioning fault
1432,20,69,215,2,available,
1433,20,69,116,1,occupied,
1434,20,69,117,1,available,
1435,20,71,218,2,available,
1436,20,70,519,5,available,
1437,20,70,420,4,available,
1438,20,70,101,1,available,
1439,20,69,402,4,blocked,Reserved for internal use
1440,20,69,403,4,available,
1441,20,69,304,3,available,
1442,20,70,105,1,available,
1443,20,69,406,4,blocked,Reserved for internal use
1444,20,71,507,5,available,
1445,20,71,308,3,available,
1446,20,70,409,4,available,
1447,20,71,510,5,cleaning,
1448,20,70,211,2,occupied,
1449,20,71,112,1,available,
1450,20,70,513,5,available,
1451,20,71,414,4,cleaning,
1452,20,69,415,4,available,
1453,20,71,316,3,available,
1454,20,70,117,1,available,
1455,20,71,218,2,available,
1456,20,70,219,2,available,
1457,20,71,320,3,cleaning,
1458,20,71,401,4,available,
1459,20,70,402,4,blocked,Blocked due to a security issue
1460,20,71,303,3,maintenance,Bathroom renovation in progress
1461,20,71,204,2,available,
1462,20,71,105,1,occupied,
1463,20,69,206,2,available,
1464,20,71,407,4,available,
1465,20,70,408,4,available,
1466,20,69,509,5,available,
1467,20,69,310,3,cleaning,
1468,20,70,211,2,available,
1469,20,71,112,1,maintenance,Pending plumbing inspection
1470,20,70,113,1,available,
1471,20,69,514,5,available,
1472,20,70,315,3,maintenance,Air conditioning fault
1473,20,71,316,3,cleaning,
1474,20,71,517,5,available,
1475,20,69,118,1,cleaning,
1476,20,70,419,4,blocked,Blocked by management
1477,20,69,520,5,available,
1478,20,69,501,5,available,
1479,20,69,202,2,available,
1480,20,69,303,3,available,
1481,20,70,404,4,occupied,
1482,20,70,105,1,available,
1483,20,70,306,3,maintenance,Air conditioning fault
1484,20,69,407,4,blocked,Blocked by management
1485,20,69,408,4,available,
1486,20,71,209,2,available,
1487,20,70,410,4,available,
1488,20,71,211,2,available,
1489,20,71,412,4,maintenance,Bathroom renovation in progress
1490,20,70,413,4,cleaning,
1491,20,70,514,5,maintenance,Pending plumbing inspection
1492,20,69,415,4,available,
1493,20,69,516,5,cleaning,
1494,20,69,317,3,available,
1495,20,69,418,4,available,
1496,20,69,219,2,cleaning,
1497,20,69,520,5,blocked,Reserved for internal use
1498,20,70,501,5,cleaning,
1499,20,71,302,3,cleaning,
1500,20,69,303,3,cleaning,
1501,20,71,204,2,occupied,
1502,20,70,205,2,cleaning,
1503,20,71,506,5,occupied,
1504,20,71,307,3,cleaning,
1505,20,71,408,4,maintenance,Pending plumbing inspection
1506,20,69,109,1,available,
1507,20,70,210,2,available,
1508,20,71,311,3,available,
1509,20,71,512,5,available,
1510,20,70,213,2,available,
1511,20,71,514,5,available,
1512,20,70,415,4,blocked,Blocked by management
1513,20,71,116,1,cleaning,
1514,20,70,517,5,available,
1515,20,69,118,1,available,
1516,20,71,119,1,available,
1517,20,69,520,5,available,
1518,20,71,501,5,cleaning,
1519,20,69,302,3,available,
1520,20,71,503,5,occupied,
1521,20,71,404,4,available,
1522,20,69,105,1,available,
1523,21,74,201,2,available,
1524,21,75,202,2,available,
1525,21,72,203,2,cleaning,
1526,21,75,104,1,available,
1527,21,74,305,3,available,
1528,21,76,306,3,available,
1529,21,75,207,2,available,
1530,21,75,208,2,occupied,
1531,21,75,309,3,blocked,Blocked by management
1532,21,73,310,3,available,
1533,21,75,111,1,blocked,Blocked due to a security issue
1534,21,76,112,1,occupied,
1535,21,75,213,2,available,
1536,21,73,314,3,available,
1537,21,72,315,3,cleaning,
1538,21,72,116,1,available,
1539,21,74,117,1,available,
1540,21,72,218,2,available,
1541,21,74,219,2,available,
1542,21,72,120,1,available,
1543,21,76,201,2,available,
1544,21,74,202,2,available,
1545,21,75,103,1,available,
1546,21,74,104,1,cleaning,
1547,21,75,205,2,available,
1548,21,76,206,2,cleaning,
1549,21,75,207,2,cleaning,
1550,21,76,108,1,occupied,
1551,21,76,309,3,available,
1552,21,75,310,3,available,
1553,21,74,111,1,maintenance,Painting in progress
1554,21,75,112,1,cleaning,
1555,21,74,313,3,available,
1556,21,75,314,3,available,
1557,21,72,115,1,occupied,
1558,21,76,316,3,maintenance,Pending plumbing inspection
1559,21,76,317,3,available,
1560,21,76,118,1,available,
1561,21,76,319,3,available,
1562,21,72,320,3,available,
1563,21,75,301,3,cleaning,
1564,22,78,101,1,available,
1565,22,78,202,2,maintenance,Painting in progress
1566,22,77,703,7,available,
1567,22,79,404,4,available,
1568,22,80,705,7,cleaning,
1569,22,79,406,4,available,
1570,22,77,707,7,available,
1571,22,80,308,3,available,
1572,22,77,509,5,available,
1573,22,78,210,2,available,
1574,22,77,211,2,available,
1575,22,80,612,6,available,
1576,22,79,213,2,available,
1577,22,77,314,3,available,
1578,22,79,215,2,available,
1579,22,79,316,3,available,
1580,22,77,117,1,available,
1581,22,78,418,4,available,
1582,22,80,119,1,available,
1583,22,79,420,4,available,
1584,22,77,401,4,available,
1585,22,78,102,1,available,
1586,22,77,203,2,occupied,
1587,22,78,304,3,available,
1588,22,80,105,1,cleaning,
1589,22,78,706,7,blocked,Reserved for internal use
1590,22,78,707,7,available,
1591,22,80,508,5,available,
1592,22,77,709,7,available,
1593,22,79,610,6,blocked,Blocked by management
1594,22,77,411,4,available,
1595,22,79,712,7,occupied,
1596,22,79,713,7,available,
1597,22,79,114,1,available,
1598,22,77,315,3,available,
1599,22,77,716,7,available,
1600,22,79,417,4,available,
1601,22,79,618,6,cleaning,
1602,22,79,719,7,occupied,
1603,22,79,220,2,occupied,
1604,22,79,301,3,available,
1605,22,79,102,1,cleaning,
1606,22,78,603,6,cleaning,
1607,22,80,104,1,cleaning,
1608,22,78,405,4,available,
1609,22,80,706,7,available,
1610,22,77,707,7,cleaning,
1611,22,77,508,5,available,
1612,22,80,609,6,available,
1613,22,80,710,7,available,
1614,22,80,211,2,cleaning,
1615,22,77,112,1,available,
1616,22,78,413,4,available,
1617,22,77,714,7,available,
1618,22,79,215,2,available,
1619,22,79,716,7,occupied,
1620,22,78,417,4,blocked,Blocked by management
1621,22,79,418,4,cleaning,
1622,22,78,119,1,available,
1623,22,80,120,1,cleaning,
1624,22,80,201,2,available,
1625,22,78,102,1,available,
1626,22,77,203,2,available,
1627,22,78,504,5,occupied,
1628,22,79,205,2,cleaning,
1629,22,77,606,6,occupied,
1630,22,79,607,6,available,
1631,22,80,108,1,cleaning,
1632,22,77,709,7,cleaning,
1633,22,80,710,7,blocked,Reserved for internal use
1634,22,77,611,6,available,
1635,22,80,312,3,available,
1636,22,77,613,6,available,
1637,22,79,414,4,available,
1638,22,79,115,1,available,
1639,22,79,116,1,cleaning,
1640,22,77,617,6,available,
1641,22,80,118,1,cleaning,
1642,22,78,219,2,available,
1643,22,77,620,6,available,
1644,22,77,401,4,available,
1645,22,77,502,5,maintenance,Pending plumbing inspection
1646,22,79,203,2,available,
1647,22,78,304,3,cleaning,
1648,22,79,505,5,maintenance,Air conditioning fault
1649,22,80,706,7,available,
1650,22,80,507,5,available,
1651,22,77,108,1,available,
1652,22,77,709,7,available,
1653,22,80,110,1,available,
1654,22,80,111,1,available,
1655,22,77,512,5,available,
1656,22,80,413,4,available,
1657,22,80,214,2,cleaning,
1658,22,77,415,4,available,
1659,22,80,516,5,available,
1660,22,79,617,6,cleaning,
1661,22,77,418,4,available,
1662,22,78,119,1,available,
1663,22,77,520,5,maintenance,Bathroom renovation in progress
1664,22,78,601,6,available,
1665,22,79,402,4,available,
1666,22,80,203,2,available,
1667,22,77,104,1,available,
1668,22,80,505,5,blocked,Reserved for internal use
1669,22,79,506,5,cleaning,
1670,23,83,201,2,available,
1671,23,81,102,1,available,
1672,23,85,103,1,available,
1673,23,82,104,1,available,
1674,23,82,105,1,available,
1675,23,84,206,2,available,
1676,23,83,207,2,available,
1677,23,84,208,2,available,
1678,23,84,109,1,available,
1679,23,81,110,1,occupied,
1680,23,84,111,1,available,
1681,23,83,212,2,available,
1682,23,82,113,1,available,
1683,23,81,214,2,available,
1684,23,81,115,1,available,
1685,23,82,216,2,available,
1686,23,81,117,1,available,
1687,23,82,118,1,cleaning,
1688,23,82,219,2,cleaning,
1689,23,82,120,1,available,
1690,23,82,201,2,cleaning,
1691,23,81,102,1,available,
1692,23,81,203,2,cleaning,
1693,23,83,204,2,available,
1694,23,83,105,1,cleaning,
1695,23,85,206,2,cleaning,
1696,23,81,107,1,available,
1697,23,82,108,1,available,
1698,23,84,209,2,available,
1699,23,84,110,1,cleaning,
1700,23,85,111,1,cleaning,
1701,23,83,112,1,available,
1702,23,81,213,2,cleaning,
1703,23,85,214,2,available,
1704,23,81,215,2,maintenance,Air conditioning fault
1705,23,82,216,2,occupied,
1706,24,89,301,3,available,
1707,24,88,302,3,available,
1708,24,89,303,3,blocked,Reserved for internal use
1709,24,88,304,3,available,
1710,24,86,105,1,available,
1711,24,87,206,2,cleaning,
1712,24,89,107,1,available,
1713,24,89,308,3,available,
1714,24,88,209,2,available,
1715,24,87,110,1,available,
1716,24,88,111,1,available,
1717,24,89,312,3,available,
1718,24,89,213,2,available,
1719,24,89,214,2,maintenance,Pending plumbing inspection
1720,24,88,215,2,available,
1721,24,89,116,1,available,
1722,24,86,217,2,cleaning,
1723,24,88,318,3,available,
1724,24,86,219,2,cleaning,
1725,24,86,120,1,available,
1726,24,86,301,3,available,
1727,24,87,302,3,available,
1728,24,88,303,3,maintenance,Pending plumbing inspection
1729,24,87,304,3,available,
1730,24,87,305,3,occupied,
1731,24,88,106,1,maintenance,Pending plumbing inspection
1732,24,88,207,2,cleaning,
1733,24,86,208,2,occupied,
1734,24,87,209,2,available,
1735,24,87,210,2,available,
1736,24,89,311,3,maintenance,Pending plumbing inspection
1737,24,86,212,2,cleaning,
1738,24,89,313,3,available,
1739,24,89,214,2,cleaning,
1740,24,86,215,2,available,
1741,24,87,216,2,cleaning,
1742,24,86,217,2,maintenance,Pending plumbing inspection
1743,24,88,118,1,available,
1744,24,89,319,3,available,
1745,25,90,201,2,available,
1746,25,91,402,4,blocked,Blocked by management
1747,25,91,103,1,available,
1748,25,90,404,4,available,
1749,25,92,405,4,available,
1750,25,91,106,1,available,
1751,25,92,207,2,available,
1752,25,92,408,4,available,
1753,25,90,109,1,cleaning,
1754,25,91,310,3,available,
1755,25,91,111,1,available,
1756,25,91,112,1,available,
1757,25,91,413,4,available,
1758,25,90,214,2,available,
1759,25,91,115,1,available,
1760,25,90,216,2,cleaning,
1761,25,91,417,4,maintenance,Painting in progress
1762,25,90,318,3,available,
1763,25,92,419,4,available,
1764,25,90,220,2,available,
1765,25,91,201,2,available,
1766,25,92,402,4,available,
1767,25,92,103,1,occupied,
1768,25,91,404,4,available,
1769,25,92,305,3,available,
1770,25,90,406,4,available,
1771,25,92,407,4,available,
1772,25,92,208,2,occupied,
1773,25,90,409,4,occupied,
1774,25,90,210,2,cleaning,
1775,25,90,311,3,cleaning,
1776,25,92,312,3,occupied,
1777,25,90,213,2,cleaning,
1778,25,91,114,1,blocked,Blocked by management
1779,25,90,315,3,available,
1780,25,90,316,3,available,
1781,25,90,417,4,available,
1782,25,92,418,4,available,
1783,25,92,419,4,cleaning,
1784,25,91,120,1,available,
1785,25,90,201,2,available,
1786,25,92,402,4,available,
1787,25,90,103,1,available,
1788,25,90,404,4,available,
1789,25,91,205,2,available,
1790,25,90,106,1,available,
1791,25,90,407,4,available,
1792,25,92,108,1,occupied,
1793,25,90,409,4,available,
