dish_id,restaurant_id,name,description,category,price,currency,ingredients,allergens,dietary_tags,spicy_level,calories,available
131,7,Garden risotto,"Garden risotto is a main dish, made mainly with potato, tomato, milk, lemon, chocolate and spinach. Contains allergens: sulphites, milk and tree nuts.",main,22.16,EUR,potato;tomato;milk;lemon;chocolate;spinach,sulphites;milk;tree nuts,,0,571,True
132,7,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with olive oil, egg, sugar, beef, spinach and cheese. Suitable for the following diets: halal. Contains allergens: celery. Spice level: 4/5.",main,27.25,EUR,olive oil;egg;sugar;beef;spinach;cheese,celery,halal,4,728,False
133,7,Cola (traditional),"Cola (traditional) is a drink dish, made mainly with basic amenities. No declared allergens.",drink,4.72,EUR,,,,0,120,True
134,7,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with rice, potato and pork. Contains allergens: shellfish.",starter,7.63,EUR,rice;potato;pork,shellfish,,0,245,True
135,7,Mineral water,"Mineral water is a drink dish, made mainly with basic amenities. Contains allergens: egg and tree nuts.",drink,4.31,EUR,,egg;tree nuts,,0,125,True
136,7,Fresh pasta with wild mushrooms (chef's special),"Fresh pasta with wild mushrooms (chef's special) is a main dish, made mainly with white fish, almond and bell pepper. Contains allergens: peanuts and sesame.",main,29.5,EUR,white fish;almond;bell pepper,peanuts;sesame,,0,612,True
137,7,Craft beer,"Craft beer is a drink dish, made mainly with basic amenities. Suitable for the following diets: gluten_free. Contains allergens: molluscs.",drink,5.29,EUR,,molluscs,gluten_free,0,184,True
138,7,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with cream, rice and onion. Contains allergens: egg, soy and milk.",starter,13.04,EUR,cream;rice;onion,egg;soy;milk,,0,239,True
139,7,Soup of the day,"Soup of the day is a starter dish, made mainly with potato, cheese and paprika. No declared allergens.",starter,15.9,EUR,potato;cheese;paprika,,,0,241,True
140,7,Mineral water (house style),"Mineral water (house style) is a drink dish, made mainly with basic amenities. Contains allergens: sesame, tree nuts and gluten. Spice level: 4/5.",drink,4.49,EUR,,sesame;tree nuts;gluten,,4,33,True
141,7,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with milk, flour, seafood, cream, white fish and mushrooms. No declared allergens. Spice level: 5/5.",main,28.97,EUR,milk;flour;seafood;cream;white fish;mushrooms,,,5,529,True
142,7,Beef carpaccio (signature),"Beef carpaccio (signature) is a starter dish, made mainly with rice, flour, lemon and sugar. No declared allergens.",starter,12.42,EUR,rice;flour;lemon;sugar,,,0,347,True
143,7,Charcuterie board,"Charcuterie board is a starter dish, made mainly with beef, egg, white fish and paprika. No declared allergens.",starter,14.5,EUR,beef;egg;white fish;paprika,,,0,244,True
144,7,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with seafood and sugar. Contains allergens: shellfish, fish and egg.",dessert,9.29,EUR,seafood;sugar,shellfish;fish;egg,,0,438,True
145,7,Garden risotto (signature),"Garden risotto (signature) is a main dish, made mainly with sugar, flour and spinach. No declared allergens.",main,28.6,EUR,sugar;flour;spinach,,,0,495,True
146,7,Charcuterie board (traditional),"Charcuterie board (traditional) is a starter dish, made mainly with egg, cheese, tomato and potato. Suitable for the following diets: kosher and vegan. No declared allergens. Spice level: 2/5.",starter,9.95,EUR,egg;cheese;tomato;potato,,kosher;vegan,2,227,True
147,7,Chicken curry,"Chicken curry is a main dish, made mainly with flour, mushrooms, chicken, onion, seafood and spinach. Contains allergens: peanuts, sulphites and molluscs.",main,25.01,EUR,flour;mushrooms;chicken;onion;seafood;spinach,peanuts;sulphites;molluscs,,0,569,True
148,7,Homemade custard,"Homemade custard is a dessert dish, made mainly with egg and rice. Suitable for the following diets: kosher and gluten_free. Contains allergens: sesame, fish and peanuts.",dessert,6.6,EUR,egg;rice,sesame;fish;peanuts,kosher;gluten_free,0,397,True
149,7,Cream mille-feuille (signature),"Cream mille-feuille (signature) is a dessert dish, made mainly with spinach, egg, parsley, lemon and white fish. Contains allergens: celery, gluten and soy.",dessert,12.1,EUR,spinach;egg;parsley;lemon;white fish,celery;gluten;soy,,0,283,True
150,8,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with paprika and spinach. No declared allergens. Spice level: 1/5.",main,13.93,EUR,paprika;spinach,,,1,565,True
151,8,Confit cod,"Confit cod is a main dish, made mainly with paprika, milk, tomato, bell pepper and lemon. Contains allergens: mustard and milk. Spice level: 2/5.",main,13.33,EUR,paprika;milk;tomato;bell pepper;lemon,mustard;milk,,2,847,True
152,8,Garden risotto,"Garden risotto is a main dish, made mainly with bell pepper, cheese, lemon, olive oil, paprika and sugar. No declared allergens.",main,17.9,EUR,bell pepper;cheese;lemon;olive oil;paprika;sugar,,,0,642,True
153,8,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. Contains allergens: milk.",drink,4.0,EUR,,milk,,0,101,True
154,8,Cream mille-feuille,"Cream mille-feuille is a dessert dish, made mainly with flour, mushrooms, cheese and chicken. No declared allergens.",dessert,8.85,EUR,flour;mushrooms;cheese;chicken,,,0,228,True
155,8,Oven-baked sea bass (chef's special),"Oven-baked sea bass (chef's special) is a main dish, made mainly with almond, milk, parsley and potato. Suitable for the following diets: kosher and lactose_free. No declared allergens. Spice level: 4/5.",main,14.12,EUR,almond;milk;parsley;potato,,kosher;lactose_free,4,800,True
156,8,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with garlic, lemon, spinach, egg, tomato and white fish. Suitable for the following diets: lactose_free and vegan. No declared allergens. Spice level: 4/5.",dessert,6.33,EUR,garlic;lemon;spinach;egg;tomato;white fish,,lactose_free;vegan,4,493,True
157,8,Cream mille-feuille (chef's special),"Cream mille-feuille (chef's special) is a dessert dish, made mainly with milk, seafood and sugar. Suitable for the following diets: vegetarian and gluten_free. No declared allergens.",dessert,3.17,EUR,milk;seafood;sugar,,vegetarian;gluten_free,0,319,True
158,8,Charcuterie board,"Charcuterie board is a starter dish, made mainly with milk, chicken, potato, almond, flour and olive oil. No declared allergens. Spice level: 3/5.",starter,6.54,EUR,milk;chicken;potato;almond;flour;olive oil,,,3,259,True
159,8,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with flour, cream, cheese, garlic and egg. No declared allergens.",main,15.77,EUR,flour;cream;cheese;garlic;egg,,,0,651,True
160,8,Seasonal fruit (chef's special),"Seasonal fruit (chef's special) is a dessert dish, made mainly with cheese, sugar, almond and onion. Suitable for the following diets: halal. Contains allergens: milk, molluscs and egg. Spice level: 2/5.",dessert,3.6,EUR,cheese;sugar;almond;onion,milk;molluscs;egg,halal,2,392,True
161,8,Soup of the day,"Soup of the day is a starter dish, made mainly with cream, rice and beef. No declared allergens. Spice level: 1/5.",starter,7.39,EUR,cream;rice;beef,,,1,227,True
162,8,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 1/5.",drink,2.76,EUR,,,,1,167,True
163,8,Cola,"Cola is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 1/5.",drink,2.82,EUR,,,,1,108,True
164,8,Craft beer,"Craft beer is a drink dish, made mainly with basic amenities. Contains allergens: fish and sulphites.",drink,2.39,EUR,,fish;sulphites,,0,63,True
165,8,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with spinach, pork and bell pepper. Contains allergens: soy and sulphites. Spice level: 3/5.",small plate,4.84,EUR,spinach;pork;bell pepper,soy;sulphites,,3,191,True
166,8,Oven-baked sea bass (traditional),"Oven-baked sea bass (traditional) is a main dish, made mainly with white fish, flour, seafood, cheese, cream and potato. No declared allergens.",main,12.53,EUR,white fish;flour;seafood;cheese;cream;potato,,,0,519,True
167,8,Cheesecake,"Cheesecake is a dessert dish, made mainly with bell pepper, beef and lemon. No declared allergens. Spice level: 1/5.",dessert,5.29,EUR,bell pepper;beef;lemon,,,1,438,True
168,8,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with chicken, sugar, rice, seafood, onion and cheese. No declared allergens.",main,18.11,EUR,chicken;sugar;rice;seafood;onion;cheese,,,0,446,True
169,8,Spanish-style omelette,"Spanish-style omelette is a small plate dish, made mainly with milk and spinach. Contains allergens: peanuts.",small plate,4.6,EUR,milk;spinach,peanuts,,0,195,False
170,8,Marinated anchovies,"Marinated anchovies is a small plate dish, made mainly with lemon and beef. No declared allergens. Spice level: 1/5.",small plate,4.59,EUR,lemon;beef,,,1,149,True
171,8,Marinated anchovies (signature),"Marinated anchovies (signature) is a small plate dish, made mainly with spinach, almond and cream. No declared allergens. Spice level: 1/5.",small plate,4.78,EUR,spinach;almond;cream,,,1,232,True
172,8,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with rice, lemon, cream, pork, spinach and tomato. No declared allergens.",starter,7.09,EUR,rice;lemon;cream;pork;spinach;tomato,,,0,253,True
173,8,Cream mille-feuille (signature),"Cream mille-feuille (signature) is a dessert dish, made mainly with almond, egg, lemon and beef. Contains allergens: soy.",dessert,6.16,EUR,almond;egg;lemon;beef,soy,,0,445,True
174,8,Chicken curry,"Chicken curry is a main dish, made mainly with flour, pork, parsley, milk, olive oil and potato. Contains allergens: celery and tree nuts.",main,14.24,EUR,flour;pork;parsley;milk;olive oil;potato,celery;tree nuts,,0,662,True
175,9,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with rice, almond and olive oil. Suitable for the following diets: gluten_free and kosher. No declared allergens. Spice level: 2/5.",small plate,4.19,EUR,rice;almond;olive oil,,gluten_free;kosher,2,153,True
176,9,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with potato, rice, almond and cheese. No declared allergens. Spice level: 1/5.",dessert,6.55,EUR,potato;rice;almond;cheese,,,1,502,True
177,9,Cured ham,"Cured ham is a small plate dish, made mainly with chicken, beef, cream and pork. Contains allergens: soy and sulphites. Spice level: 1/5.",small plate,4.0,EUR,chicken;beef;cream;pork,soy;sulphites,,1,128,True
178,9,House burger,"House burger is a main dish, made mainly with onion, egg, seafood, parsley and bell pepper. No declared allergens.",main,15.03,EUR,onion;egg;seafood;parsley;bell pepper,,,0,637,True
179,9,Chicken curry,"Chicken curry is a main dish, made mainly with egg, cheese, white fish and mushrooms. Suitable for the following diets: lactose_free and gluten_free. Contains allergens: molluscs.",main,14.19,EUR,egg;cheese;white fish;mushrooms,molluscs,lactose_free;gluten_free,0,766,True
180,9,Garden risotto,"Garden risotto is a main dish, made mainly with almond and paprika. Contains allergens: shellfish, peanuts and mustard.",main,18.75,EUR,almond;paprika,shellfish;peanuts;mustard,,0,590,True
181,9,Confit cod,"Confit cod is a main dish, made mainly with bell pepper, sugar, garlic, white fish and almond. No declared allergens. Spice level: 3/5.",main,12.73,EUR,bell pepper;sugar;garlic;white fish;almond,,,3,689,True
182,9,Seasonal fruit (chef's special),"Seasonal fruit (chef's special) is a dessert dish, made mainly with mushrooms, flour, pork and chocolate. No declared allergens. Spice level: 1/5.",dessert,6.06,EUR,mushrooms;flour;pork;chocolate,,,1,489,True
183,9,Grilled peppers (chef's special),"Grilled peppers (chef's special) is a small plate dish, made mainly with milk, chicken, seafood and white fish. Contains allergens: peanuts and mustard.",small plate,4.99,EUR,milk;chicken;seafood;white fish,peanuts;mustard,,0,165,True
184,9,House burger (chef's special),"House burger (chef's special) is a main dish, made mainly with flour and seafood. Contains allergens: gluten, celery and soy.",main,16.69,EUR,flour;seafood,gluten;celery;soy,,0,425,True
185,10,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with mushrooms and potato. No declared allergens.",dessert,4.17,EUR,mushrooms;potato,,,0,481,False
186,10,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. Contains allergens: tree nuts and lupin. Spice level: 5/5.",drink,2.49,EUR,,tree nuts;lupin,,5,138,True
187,10,Artisan ice cream,"Artisan ice cream is a dessert dish, made mainly with almond, chocolate, egg, tomato, cheese and spinach. Contains allergens: gluten, lupin and shellfish.",dessert,7.1,EUR,almond;chocolate;egg;tomato;cheese;spinach,gluten;lupin;shellfish,,0,446,True
188,10,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with seafood, chocolate, spinach, bell pepper, rice and paprika. Suitable for the following diets: vegan and vegetarian. Contains allergens: egg.",main,11.87,EUR,seafood;chocolate;spinach;bell pepper;rice;paprika,egg,vegan;vegetarian,0,757,True
189,10,Fresh pasta with wild mushrooms (house style),"Fresh pasta with wild mushrooms (house style) is a main dish, made mainly with potato, egg, beef and chicken. Suitable for the following diets: vegan. No declared allergens.",main,14.25,EUR,potato;egg;beef;chicken,,vegan,0,758,True
190,10,Garden risotto,"Garden risotto is a main dish, made mainly with cheese, onion and milk. Contains allergens: shellfish. Spice level: 1/5.",main,13.08,EUR,cheese;onion;milk,shellfish,,1,884,True
191,10,Seasonal fruit (house style),"Seasonal fruit (house style) is a dessert dish, made mainly with olive oil, cream and sugar. No declared allergens.",dessert,8.79,EUR,olive oil;cream;sugar,,,0,467,True
192,10,Chicken curry,"Chicken curry is a main dish, made mainly with olive oil, milk, tomato, chocolate, cheese and egg. No declared allergens. Spice level: 4/5.",main,23.11,EUR,olive oil;milk;tomato;chocolate;cheese;egg,,,4,719,True
193,10,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with cream, tomato, beef, sugar and parsley. No declared allergens.",main,12.26,EUR,cream;tomato;beef;sugar;parsley,,,0,801,True
194,10,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with lemon and rice. No declared allergens.",main,15.21,EUR,lemon;rice,,,0,587,True
195,10,Marinated anchovies,"Marinated anchovies is a small plate dish, made mainly with seafood, olive oil and potato. Contains allergens: peanuts.",small plate,5.3,EUR,seafood;olive oil;potato,peanuts,,0,238,True
196,10,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with onion, sugar, bell pepper, egg and mushrooms. Suitable for the following diets: vegetarian. Contains allergens: fish.",starter,5.66,EUR,onion;sugar;bell pepper;egg;mushrooms,fish,vegetarian,0,274,True
197,10,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with bell pepper, lemon, parsley, tomato and pork. Contains allergens: fish and soy.",small plate,4.96,EUR,bell pepper;lemon;parsley;tomato;pork,fish;soy,,0,140,True
198,11,Craft beer,"Craft beer is a drink dish, made mainly with basic amenities. Contains allergens: shellfish. Spice level: 1/5.",drink,2.14,EUR,,shellfish,,1,147,True
199,11,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with white fish, chocolate, milk and paprika. Contains allergens: molluscs and fish.",main,9.0,EUR,white fish;chocolate;milk;paprika,molluscs;fish,,0,745,True
200,11,Mineral water,"Mineral water is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 4/5.",drink,1.99,EUR,,,,4,11,True
201,11,Chocolate lava cake,"Chocolate lava cake is a dessert dish, made mainly with cream, almond, seafood, rice, parsley and spinach. Contains allergens: tree nuts.",dessert,4.46,EUR,cream;almond;seafood;rice;parsley;spinach,tree nuts,,0,441,True
202,11,Confit cod,"Confit cod is a main dish, made mainly with white fish, cream, almond and mushrooms. No declared allergens.",main,6.8,EUR,white fish;cream;almond;mushrooms,,,0,875,True
203,11,Beef carpaccio,"Beef carpaccio is a starter dish, made mainly with bell pepper, olive oil, chicken, milk, sugar and parsley. Contains allergens: fish and soy.",starter,4.7,EUR,bell pepper;olive oil;chicken;milk;sugar;parsley,fish;soy,,0,255,False
204,11,Charcuterie board,"Charcuterie board is a starter dish, made mainly with rice, bell pepper, paprika, chicken, tomato and almond. No declared allergens. Spice level: 1/5.",starter,6.14,EUR,rice;bell pepper;paprika;chicken;tomato;almond,,,1,334,True
205,11,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with chicken, chocolate, flour, potato, seafood and paprika. Contains allergens: sesame. Spice level: 1/5.",small plate,3.94,EUR,chicken;chocolate;flour;potato;seafood;paprika,sesame,,1,218,True
206,11,Cola,"Cola is a drink dish, made mainly with basic amenities. Suitable for the following diets: gluten_free. Contains allergens: peanuts.",drink,1.62,EUR,,peanuts,gluten_free,0,53,True
207,11,Chicken curry,"Chicken curry is a main dish, made mainly with garlic and beef. No declared allergens.",main,8.72,EUR,garlic;beef,,,0,633,True
208,11,Cola (house style),"Cola (house style) is a drink dish, made mainly with basic amenities. Contains allergens: molluscs. Spice level: 4/5.",drink,1.2,EUR,,molluscs,,4,164,True
209,11,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with seafood, garlic and chicken. Suitable for the following diets: vegan. No declared allergens. Spice level: 1/5.",main,8.73,EUR,seafood;garlic;chicken,,vegan,1,490,True
210,11,Beef carpaccio (traditional),"Beef carpaccio (traditional) is a starter dish, made mainly with parsley and olive oil. No declared allergens. Spice level: 1/5.",starter,3.85,EUR,parsley;olive oil,,,1,256,True
211,11,Garden risotto,"Garden risotto is a main dish, made mainly with garlic, almond and sugar. Contains allergens: gluten and milk.",main,11.13,EUR,garlic;almond;sugar,gluten;milk,,0,558,True
212,12,Fresh juice,"Fresh juice is a drink dish, made mainly with basic amenities. Contains allergens: shellfish and sesame. Spice level: 1/5.",drink,3.03,EUR,,shellfish;sesame,,1,71,True
213,12,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with beef, parsley, flour and white fish. Suitable for the following diets: lactose_free and vegetarian. Contains allergens: soy and egg. Spice level: 1/5.",starter,9.07,EUR,beef;parsley;flour;white fish,soy;egg,lactose_free;vegetarian,1,220,True
214,12,Chicken curry,"Chicken curry is a main dish, made mainly with mushrooms, lemon, spinach, cheese and flour. No declared allergens.",main,19.15,EUR,mushrooms;lemon;spinach;cheese;flour,,,0,782,True
215,12,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. Contains allergens: soy. Spice level: 1/5.",drink,4.0,EUR,,soy,,1,90,True
216,12,Specialty coffee (traditional),"Specialty coffee (traditional) is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 2/5.",drink,2.48,EUR,,,,2,63,True
217,12,Specialty coffee (house style),"Specialty coffee (house style) is a drink dish, made mainly with basic amenities. Suitable for the following diets: vegan. No declared allergens. Spice level: 1/5.",drink,2.84,EUR,,,vegan,1,105,True
218,12,Confit cod,"Confit cod is a main dish, made mainly with milk, onion, white fish and chocolate. No declared allergens.",main,10.33,EUR,milk;onion;white fish;chocolate,,,0,671,True
219,12,Confit cod (house style),"Confit cod (house style) is a main dish, made mainly with garlic, white fish, seafood, lemon and mushrooms. No declared allergens.",main,11.26,EUR,garlic;white fish;seafood;lemon;mushrooms,,,0,677,True
220,12,Homemade custard,"Homemade custard is a dessert dish, made mainly with cream, parsley, potato, cheese, rice and beef. No declared allergens.",dessert,5.39,EUR,cream;parsley;potato;cheese;rice;beef,,,0,298,True
221,12,Warm mixed salad (house style),"Warm mixed salad (house style) is a starter dish, made mainly with pork, flour, chocolate, parsley, mushrooms and almond. No declared allergens.",starter,8.72,EUR,pork;flour;chocolate;parsley;mushrooms;almond,,,0,239,True
222,12,Cream mille-feuille,"Cream mille-feuille is a dessert dish, made mainly with beef, bell pepper, chocolate, white fish and mushrooms. Suitable for the following diets: gluten_free and halal. Contains allergens: milk. Spice level: 1/5.",dessert,5.06,EUR,beef;bell pepper;chocolate;white fish;mushrooms,milk,gluten_free;halal,1,542,True
223,12,Charcuterie board,"Charcuterie board is a starter dish, made mainly with cream and chicken. No declared allergens.",starter,11.52,EUR,cream;chicken,,,0,261,True
224,12,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with lemon and cream. No declared allergens. Spice level: 1/5.",starter,10.86,EUR,lemon;cream,,,1,203,True
225,12,Cream mille-feuille (signature),"Cream mille-feuille (signature) is a dessert dish, made mainly with sugar, beef, chocolate, seafood and egg. Contains allergens: soy.",dessert,5.36,EUR,sugar;beef;chocolate;seafood;egg,soy,,0,348,True
226,12,Craft beer,"Craft beer is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 2/5.",drink,2.34,EUR,,,,2,48,True
227,12,Craft beer (house style),"Craft beer (house style) is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 1/5.",drink,2.96,EUR,,,,1,57,True
228,13,Artisan ice cream,"Artisan ice cream is a dessert dish, made mainly with egg, garlic, potato, tomato, mushrooms and milk. No declared allergens.",dessert,8.7,EUR,egg;garlic;potato;tomato;mushrooms;milk,,,0,366,True
229,13,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with beef, sugar, tomato, lemon, cream and egg. No declared allergens. Spice level: 5/5.",small plate,7.48,EUR,beef;sugar;tomato;lemon;cream;egg,,,5,212,True
230,13,Homemade custard,"Homemade custard is a dessert dish, made mainly with spinach, flour and egg. Contains allergens: lupin and gluten.",dessert,11.14,EUR,spinach;flour;egg,lupin;gluten,,0,378,True
231,13,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with egg, sugar, potato, rice, chicken and lemon. No declared allergens. Spice level: 2/5.",starter,9.01,EUR,egg;sugar;potato;rice;chicken;lemon,,,2,271,True
232,13,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with egg, cheese, chocolate, cream and bell pepper. Suitable for the following diets: gluten_free. No declared allergens.",main,30.16,EUR,egg;cheese;chocolate;cream;bell pepper,,gluten_free,0,596,True
233,13,Creamy seafood rice (house style),"Creamy seafood rice (house style) is a main dish, made mainly with parsley, garlic, white fish and milk. No declared allergens.",main,23.78,EUR,parsley;garlic;white fish;milk,,,0,733,True
234,13,Spicy fried potatoes,"Spicy fried potatoes is a small plate dish, made mainly with flour and tomato. Contains allergens: peanuts, gluten and mustard. Spice level: 2/5.",small plate,7.72,EUR,flour;tomato,peanuts;gluten;mustard,,2,180,False
235,13,Charcuterie board,"Charcuterie board is a starter dish, made mainly with olive oil, paprika, bell pepper and lemon. Contains allergens: tree nuts. Spice level: 3/5.",starter,9.29,EUR,olive oil;paprika;bell pepper;lemon,tree nuts,,3,251,True
236,13,Soup of the day,"Soup of the day is a starter dish, made mainly with olive oil, pork, sugar, almond, seafood and potato. Contains allergens: egg. Spice level: 1/5.",starter,13.83,EUR,olive oil;pork;sugar;almond;seafood;potato,egg,,1,253,False
237,13,Cured ham,"Cured ham is a small plate dish, made mainly with milk, olive oil, paprika, mushrooms and garlic. Contains allergens: fish and shellfish.",small plate,9.7,EUR,milk;olive oil;paprika;mushrooms;garlic,fish;shellfish,,0,173,True
238,13,Warm mixed salad (chef's special),"Warm mixed salad (chef's special) is a starter dish, made mainly with olive oil, flour, garlic, paprika, parsley and white fish. No declared allergens. Spice level: 1/5.",starter,15.46,EUR,olive oil;flour;garlic;paprika;parsley;white fish,,,1,167,True
239,13,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with almond, rice, pork, parsley and egg. Contains allergens: egg, tree nuts and gluten.",main,22.86,EUR,almond;rice;pork;parsley;egg,egg;tree nuts;gluten,,0,527,True
240,13,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. No declared allergens.",drink,5.12,EUR,,,,0,144,True
241,13,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with mushrooms and tomato. Contains allergens: milk and shellfish.",dessert,6.24,EUR,mushrooms;tomato,milk;shellfish,,0,342,True
242,13,Artisan ice cream (signature),"Artisan ice cream (signature) is a dessert dish, made mainly with paprika, chocolate, onion and rice. Contains allergens: shellfish.",dessert,7.76,EUR,paprika;chocolate;onion;rice,shellfish,,0,367,True
243,13,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with pork and tomato. No declared allergens. Spice level: 3/5.",main,28.7,EUR,pork;tomato,,,3,684,True
244,13,Soup of the day (house style),"Soup of the day (house style) is a starter dish, made mainly with bell pepper and lemon. Contains allergens: milk and sesame. Spice level: 2/5.",starter,9.04,EUR,bell pepper;lemon,milk;sesame,,2,319,True
245,13,Chicken curry,"Chicken curry is a main dish, made mainly with cheese, beef, rice, almond and cream. No declared allergens.",main,23.4,EUR,cheese;beef;rice;almond;cream,,,0,660,True
246,13,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with cream, garlic and potato. Suitable for the following diets: kosher and lactose_free. Contains allergens: sulphites.",main,26.23,EUR,cream;garlic;potato,sulphites,kosher;lactose_free,0,676,True
247,13,Grilled peppers (chef's special),"Grilled peppers (chef's special) is a small plate dish, made mainly with mushrooms and cream. No declared allergens.",small plate,9.38,EUR,mushrooms;cream,,,0,107,True
248,14,Mineral water,"Mineral water is a drink dish, made mainly with basic amenities. Suitable for the following diets: vegan and halal. Contains allergens: tree nuts and sulphites. Spice level: 2/5.",drink,1.67,EUR,,tree nuts;sulphites,vegan;halal,2,124,True
249,14,Chocolate lava cake,"Chocolate lava cake is a dessert dish, made mainly with beef, potato, seafood and milk. No declared allergens.",dessert,4.64,EUR,beef;potato;seafood;milk,,,0,367,True
250,14,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with tomato, milk, garlic, chicken and lemon. Contains allergens: fish.",starter,5.53,EUR,tomato;milk;garlic;chicken;lemon,fish,,0,264,True
251,14,Hummus with crudités (house style),"Hummus with crudités (house style) is a starter dish, made mainly with seafood, onion, bell pepper and olive oil. No declared allergens. Spice level: 1/5.",starter,5.35,EUR,seafood;onion;bell pepper;olive oil,,,1,283,True
252,14,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with mushrooms, garlic, tomato, parsley, cream and spinach. Suitable for the following diets: lactose_free and kosher. No declared allergens. Spice level: 3/5.",main,5.85,EUR,mushrooms;garlic;tomato;parsley;cream;spinach,,lactose_free;kosher,3,661,True
253,14,Spanish-style omelette,"Spanish-style omelette is a small plate dish, made mainly with cream, bell pepper, milk, mushrooms and seafood. Suitable for the following diets: gluten_free. Contains allergens: sesame and sulphites. Spice level: 3/5.",small plate,3.93,EUR,cream;bell pepper;milk;mushrooms;seafood,sesame;sulphites,gluten_free,3,193,True
254,14,Soup of the day,"Soup of the day is a starter dish, made mainly with chocolate, mushrooms, chicken, cheese and bell pepper. No declared allergens. Spice level: 4/5.",starter,5.23,EUR,chocolate;mushrooms;chicken;cheese;bell pepper,,,4,204,True
255,14,House burger,"House burger is a main dish, made mainly with seafood, white fish, paprika, cheese and bell pepper. No declared allergens. Spice level: 1/5.",main,9.99,EUR,seafood;white fish;paprika;cheese;bell pepper,,,1,523,True
256,14,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 1/5.",drink,2.61,EUR,,,,1,69,True
257,14,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with egg, onion, rice, chocolate, white fish and mushrooms. No declared allergens. Spice level: 3/5.",starter,3.41,EUR,egg;onion;rice;chocolate;white fish;mushrooms,,,3,235,True
258,14,Spicy fried potatoes,"Spicy fried potatoes is a small plate dish, made mainly with beef, sugar and paprika. Contains allergens: sesame. Spice level: 2/5.",small plate,2.73,EUR,beef;sugar;paprika,sesame,,2,154,True
259,14,Garden risotto,"Garden risotto is a main dish, made mainly with white fish, lemon, almond, flour and sugar. No declared allergens. Spice level: 2/5.",main,9.09,EUR,white fish;lemon;almond;flour;sugar,,,2,855,True
260,14,Warm mixed salad (traditional),"Warm mixed salad (traditional) is a starter dish, made mainly with rice, sugar, bell pepper and pork. No declared allergens. Spice level: 3/5.",starter,5.78,EUR,rice;sugar;bell pepper;pork,,,3,215,True
261,14,Fresh juice,"Fresh juice is a drink dish, made mainly with basic amenities. Contains allergens: fish.",drink,1.8,EUR,,fish,,0,139,True
262,14,Charcuterie board,"Charcuterie board is a starter dish, made mainly with chocolate, chicken, olive oil and paprika. No declared allergens.",starter,3.39,EUR,chocolate;chicken;olive oil;paprika,,,0,194,True
263,14,Cured ham,"Cured ham is a small plate dish, made mainly with spinach and chocolate. No declared allergens.",small plate,2.64,EUR,spinach;chocolate,,,0,221,True
